Name,PID,Title,Keywords,StartPage,EndPage,Pages,Year,NBN
"Ambrosiani, Sune",1240190,Lambgiftar,Fårskötsel;Ladugårdar;Lantbruksbyggnader,235.0,239.0,5.0,1909,urn:nbn:se:nordiskamuseet:diva-613
"Saltzman, Katarina",1346903,Landsbygdens vårdande landskap och stadens vilda natur,Landsbygd;Landskap;Städer;Natur,192.0,209.0,18.0,2011,urn:nbn:se:nordiskamuseet:diva-1998
"Lindström, Ulla",1304034,Landsbygdspojkar och husdjur,Nordiska museets frågelistor;Boskapsskötsel;Bönder;Djurhållning,133.0,142.0,10.0,1986,urn:nbn:se:nordiskamuseet:diva-1581
"Rosengren, Annette",1346681,"Landskap, fotografi och bygdeundersökningar",Fotografi;Landskap;Byundersökningar,68.0,87.0,20.0,2011,urn:nbn:se:nordiskamuseet:diva-1992
"Landin, Mats;Westergren, Christina",1346887,Landskap i vägen,Landskap;Sverige,186.0,191.0,6.0,2011,urn:nbn:se:nordiskamuseet:diva-1997
"Ahnlund Berg, Charlotte",1346767,Landskapande,Skansen;Landskap;Miljöer,121.0,145.0,25.0,2011,urn:nbn:se:nordiskamuseet:diva-1994
"Waldetoft, Dan",1346974,Landskapets nya uppstickare,Kulturlandskap;Kulturgeografi,250.0,259.0,10.0,2011,urn:nbn:se:nordiskamuseet:diva-2001
"Kjellström, Rolf",1296542,Lapparnas frierier och bröllop,Samer;Bröllop;Frieri,193.0,218.0,26.0,1969,urn:nbn:se:nordiskamuseet:diva-1402
"Granlund, John",1293674,Lapparnas lasso,Samer;Historia,7.0,32.0,26.0,1964,urn:nbn:se:nordiskamuseet:diva-1296
"Svenonius, Fredrik",1233184,Lapparnes renmärken : ett etnografiskt-juridiskt bidrag,Samer;Djurhållning,39.0,42.0,4.0,1895,urn:nbn:se:nordiskamuseet:diva-230
"Sommarström, Bo",1294415,Lappmarksinventeringarna,Fältundersökningar;Samer,128.0,134.0,7.0,1965,urn:nbn:se:nordiskamuseet:diva-1327
"Hallström, Gustaf",1240549,Lapptrumman,Samiska ceremonitrummor,81.0,104.0,24.0,1910,urn:nbn:se:nordiskamuseet:diva-623
"Palm, Axel",1240542,Lapptrumman från Åsele,Samiska ceremonirummor,48.0,,,1910,urn:nbn:se:nordiskamuseet:diva-621
"Klein, Ernst",1247494,Lapsk hornslöjd och nordiskt silversmide,Sameslöjd;Hornslöjd;Silversmide,65.0,88.0,24.0,1922,urn:nbn:se:nordiskamuseet:diva-847
"Keyland, Nils",1240547,Lapska fångst- och fiskeredskap,Fiske;Samer,65.0,80.0,16.0,1910,urn:nbn:se:nordiskamuseet:diva-622
"Manker, Ernst",1255880,Lapska kulturrester : några intryck och erfarenheter från Nordiska museets lappmarksinventering 1943,Samer;Samtidsdokumentation,77.0,100.0,24.0,1945,urn:nbn:se:nordiskamuseet:diva-952
"Wiklund, K B",1233730,Lapska seder och föreskrifter rörande mat och matlagning,Samer;Minoriteter;Mat;Matlagning,1.0,12.0,12.0,1902,urn:nbn:se:nordiskamuseet:diva-309
"Jansson, Sam Owen",1298848,Laura Stridsberg : 1884-1976,Nordiska museets personal;Laura Stridsberg,298.0,299.0,2.0,1976,urn:nbn:se:nordiskamuseet:diva-1471
"Knutsdotter Olofsson, Birgitta",1306380,Lek för livet,Lekar,28.0,57.0,30.0,1991,urn:nbn:se:nordiskamuseet:diva-1650
"Almqvist, Birgitta",1306400,Lek och leksaker förr och nu,Lekar;Leksaker;Historia,58.0,85.0,28.0,1991,urn:nbn:se:nordiskamuseet:diva-1651
"Maxén, Maria",1361692,Leka blindbock,Lekar,214.0,237.0,24.0,2014,urn:nbn:se:nordiskamuseet:diva-2084
"Hemming, Ulrika",1306703,Leka på vintern,Lekar;Vintern,140.0,151.0,12.0,1991,urn:nbn:se:nordiskamuseet:diva-1658
"Svärdström, Svante",1294823,Leksandsmålaren Jufwas Anders Ersson i Västerdalarna,Dalmålningar,81.0,98.0,18.0,1967,urn:nbn:se:nordiskamuseet:diva-1342
"Holmqvist, Klara",1360838,Levande kultur : trädgården på Julita gård,Julita gård;Trädgårdar,204.0,223.0,20.0,2017,urn:nbn:se:nordiskamuseet:diva-2065
"Svanberg, Ingvar",1365636,Levande samlingar : djuren på Skansen,Skansen;Djurparker,82.0,103.0,22.0,2016,urn:nbn:se:nordiskamuseet:diva-2123
"NN, nn",1239998,Lilit i Norrland,Folktro,241.0,,,1908,urn:nbn:se:nordiskamuseet:diva-586
"Oxhammar, Greger",1303004,Lillemor Kihlskog : 1921-1984,Nordiska museets personal;Lillemor Kihlskog,177.0,177.0,1.0,1984,urn:nbn:se:nordiskamuseet:diva-1556
"Lindblom, Andreas",1292309,Lillies och Fersens Löfstad,Byggnader;Löfstad,7.0,36.0,30.0,1961,urn:nbn:se:nordiskamuseet:diva-1222
"Keyland, Nils",1247649,Linberedningsverk : Några ord med anledning av ett nyförvärv till Skansens byggnadsmuseum.,Lin - bearbetning,124.0,151.0,28.0,1921,urn:nbn:se:nordiskamuseet:diva-859
"Jobs Arnberg, Anna-Karin",1361923,Lindan,Barnavård;Historia,38.0,39.0,2.0,2015,urn:nbn:se:nordiskamuseet:diva-2087
"Hagberg, Louise",1243260,Linmagi,Lin;Folktro,115.0,117.0,3.0,1923,urn:nbn:se:nordiskamuseet:diva-703
"Cederblom, Gerda",1238842,Linnedamast i Nordiska Museet,Damast;Linne,243.0,256.0,14.0,1907,urn:nbn:se:nordiskamuseet:diva-566
"Reuterskiöld, Edgar;Wiklund, K. B.",1242389,Linnes lapska trolltrumma 2,Samiska ceremonitrummor,129.0,169.0,41.0,1912,urn:nbn:se:nordiskamuseet:diva-665
"Wallin, Sigurd",1282191,Linnéminnen i Nordiska museet,Museisamlingar;Carl von Linné,141.0,152.0,12.0,1950,urn:nbn:se:nordiskamuseet:diva-1038
"Reuterskiöld, Edgar",1240526,Linnés lapska trolltrumma : En Linnéreliks öde,Samiska ceremonitrummor,15.0,19.0,5.0,1910,urn:nbn:se:nordiskamuseet:diva-619
"Näsström, Gustaf",1292665,Linnés århundrade - en svensk blomstringstid,Historia;Sverige;1700-talet,7.0,22.0,16.0,1962,urn:nbn:se:nordiskamuseet:diva-1236
"Okänd, Okänd",1232785,Liten Kersti : folkvisa från Dalsland,Folkvisor,28.0,30.0,3.0,1890,urn:nbn:se:nordiskamuseet:diva-220
"Grahn, Wera",1316678,Liv utan bil,Resor,242.0,255.0,14.0,1996,urn:nbn:se:nordiskamuseet:diva-1729
"Hammarskjöld, Carl",1287053,Livet på SVnindersvik under 1900-talet,Svindersvik;Byggnader,121.0,132.0,12.0,1953,urn:nbn:se:nordiskamuseet:diva-1087
"Fleetwood, Georg W",1247650,Livrustkammarens metodför avbildning av vapenstämplar,Vapen,84.0,87.0,4.0,1921,urn:nbn:se:nordiskamuseet:diva-860
"Wallin, Sigurd",1247652,Ljuskronan från Östra Ryds kyrka,Lampor;Ljuskronor;Belysniong,160.0,176.0,17.0,1921,urn:nbn:se:nordiskamuseet:diva-861
"Waldetoft, Dan",1348331,Ljuspunkter,Belysning,166.0,171.0,6.0,2013,urn:nbn:se:nordiskamuseet:diva-2028
"Terént, Mia",1333568,Loppor och löss går igen,Loppor;Löss,166.0,183.0,18.0,2004,urn:nbn:se:nordiskamuseet:diva-1861
"Rosander, Eva",1296835,"Loppor och löss, råttor och möss",Loppor;Personlig hygien;Skadedjur,101.0,114.0,14.0,1970,urn:nbn:se:nordiskamuseet:diva-1413
"Dahlman, Eva",1346245,Lotten von Düben,,142.0,145.0,4.0,2009,urn:nbn:se:nordiskamuseet:diva-1964
"Wikman, K. Rob. V.",1256320,Louise Hagberg,Louise Hagberg,171.0,174.0,4.0,1945,urn:nbn:se:nordiskamuseet:diva-962
"Axel-Nilsson, Göran",1266664,Lovsätra : en liten herrgård och dess trevnad,Herrgårdar;1700-talet,19.0,48.0,30.0,1946,urn:nbn:se:nordiskamuseet:diva-973
"Österman, Annika",1294133,Lucia,Luciafirande;Nordiska museets frågelistor,195.0,198.0,4.0,1964,urn:nbn:se:nordiskamuseet:diva-1311
"Johansson, Levi;Hammarstedt, Nils Edvard",1234369,Lucia och de underjordiske i norrländsk folksägen + Tillägg,Folktro,193.0,201.0,9.0,1906,urn:nbn:se:nordiskamuseet:diva-445
"Hammarstedt, Nils Edvard",1233641,Lussi,Luciafirande,1.0,38.0,38.0,1900,urn:nbn:se:nordiskamuseet:diva-291
"Alver, Brynjulf",1297659,"Lussi, Tomas og Tollak: tre legendariske julefigurar.",Julseder;Luciafirande,105.0,126.0,22.0,1976,urn:nbn:se:nordiskamuseet:diva-1446
"Roos Björklund, Ingrid",1306684,Lyckan att klä av och på en docka,Pappersdockor,109.0,113.0,5.0,1991,urn:nbn:se:nordiskamuseet:diva-1654
"Jäfvert, Ernfrid",1288148,Lyskulan eller skomakarkulan : ett bidrag till belysningens historia,Belysning;Skomakeri,161.0,172.0,12.0,1954,urn:nbn:se:nordiskamuseet:diva-1106
"Bringeus, Nils-Arvid",1296526,Lysning,Äktenskap;Lysning,85.0,104.0,20.0,1969,urn:nbn:se:nordiskamuseet:diva-1395
"NN, nn",1250588,"Läkaren, Barnets värld, Lin och linne - tre tillfälliga utställningar på Nordiska Museet 1945",Utställningsverksamhet,147.0,152.0,6.0,1944,urn:nbn:se:nordiskamuseet:diva-937
"Johannisson, Karin",1333280,"Läkaren, hygienen och äcklet",Läkare;Hygien;Historia,48.0,61.0,14.0,2004,urn:nbn:se:nordiskamuseet:diva-1852
"Liedgren, Rut",1291699,Lärokursen för fruntimmer,Kvinnliga lärare;Utbildning;1800-talet;1900-talet;Sverige,97.0,116.0,20.0,1960,urn:nbn:se:nordiskamuseet:diva-1202
"Granlund, John",1297626,Lärt och folkligt i traditionen om väderleksmärken,Väderleksmärken,85.0,104.0,20.0,1976,urn:nbn:se:nordiskamuseet:diva-1445
"Okänd, Okänd",1232504,Läsning för syndaförlåtelse,Livets högtider och skeenden,21.0,21.0,1.0,1888,urn:nbn:se:nordiskamuseet:diva-192
"Ambrosiani, Sune",1240023,Lår från Mysslinge,Förvaringsmöbler;Kistor,15.0,36.0,22.0,1909,urn:nbn:se:nordiskamuseet:diva-590
"Baeckström, Arvid",1248861,Låt dina portar upp : glimtar av Skansen under fördelseåret,,109.0,128.0,20.0,1942,urn:nbn:se:nordiskamuseet:diva-896
"Keyland, Nils",1241153,"Löftagning : Bilder och anteckningar från Jösse och Fryksdals härader,Värmland.",Fodermedel;Foderväxter;Utfodring;Får,101.0,109.0,9.0,1911,urn:nbn:se:nordiskamuseet:diva-642
"Silvén, Eva",1304687,Lövtäkt,Lövtäkt,101.0,115.0,15.0,1988,urn:nbn:se:nordiskamuseet:diva-1593
"Sjöbeck, Mårten",1233599,Löväng och trädgård : några förutsättningar för den svenska trädgårdens utveckling,Trädgårdar,59.0,74.0,16.0,1932,urn:nbn:se:nordiskamuseet:diva-280
"Szabó, Mátyás",1304680,Lövängen,Naturbruk;Ängar;Kulturmiljöer,78.0,99.0,22.0,1988,urn:nbn:se:nordiskamuseet:diva-1592
"Eldvik, Berit",1304868,Mah Jong. Mode och livsstil,Kläder;Mode;Mah Jong;Sverige;1960-talet;1970-talet,101.0,120.0,20.0,1988,urn:nbn:se:nordiskamuseet:diva-1607
"Rosengren, Annette",1346366,Maja Upmark,Amatörfotografer;Amatörfotografi;Fotografi;Maja Upmark,192.0,197.0,6.0,2009,urn:nbn:se:nordiskamuseet:diva-1975
"Andersson, Ann-Sofie",1362590,Makt och myndighet : om åldergränser och kvinnors rättigheter,Kvinnors rättigheter;1800-talet,82.0,93.0,12.0,2015,urn:nbn:se:nordiskamuseet:diva-2094
"Svenning, Olle",1320701,"Malmö, Murdoch och Manchester united : om pengarna i fotbollen",Fotboll,260.0,273.0,14.0,2000,urn:nbn:se:nordiskamuseet:diva-1788
"Kjellström, Rolf",1302267,Mannen som steg av ballongen,Polarexpeditioner;1800-talet,203.0,220.0,18.0,1983,urn:nbn:se:nordiskamuseet:diva-1535
"Bæckström, Arvid",1234457,Maria Charotta Holtermans minnesalbum,Stamböcker (minnesböcker),159.0,178.0,20.0,1937,urn:nbn:se:nordiskamuseet:diva-462
"Wintzell, Inga",1306723,Maria och Jesper,Samtidsdokumentation;Ungdomar,232.0,245.0,14.0,1991,urn:nbn:se:nordiskamuseet:diva-1664
"Fries, Carl",1247682,Markens och djurens år på Skansen,Djurparker;Friluftsmuséer,93.0,110.0,18.0,1941,urn:nbn:se:nordiskamuseet:diva-871
"Grundström, Åke;Wallin, Sigurd",1289989,Markisens slott : en bildserie från Tyresö,Tyresö slott,72.0,94.0,23.0,1958,urn:nbn:se:nordiskamuseet:diva-1159
"Jansson, Sam Owen",1298120,Marshall Lagerquist : 1907-1977,Nordiska museets personal;Marshall Lagerquist,203.0,204.0,2.0,1977,urn:nbn:se:nordiskamuseet:diva-1466
"NN, nn",1234343,Massgrafven i Korsbetningen utanför Visby,Begravningsseder;Begravningsplatser,127.0,,,1906,urn:nbn:se:nordiskamuseet:diva-438
"Johannesson, Erik",1301747,Massorna i samhällets förstuga : om den liberala bildningsrörelsen vid 1800-talets mitt,Bildning;Sverige;1800-talet,71.0,90.0,20.0,1982,urn:nbn:se:nordiskamuseet:diva-1513
"Colling, Terje",1305261,Mat,Mat,17.0,19.0,3.0,1989,urn:nbn:se:nordiskamuseet:diva-1633
"Johnsson, Pehr",1244933,Mat och dryck : Hushållsbestyr i Göinge för en mansålder sedan.,Hushållsarbete,61.0,73.0,13.0,1916,urn:nbn:se:nordiskamuseet:diva-740
"Westergren, Christina",1322632,Mat och motstånd,Mat och dryck;Matvanor;Sverige,217.0,222.0,6.0,2001,urn:nbn:se:nordiskamuseet:diva-1818
"Holmquist, Kersti",1286149,Matbestick i rokoko,Bestick;1700-talet;Rokoko,141.0,154.0,14.0,1952,urn:nbn:se:nordiskamuseet:diva-1074
"Szabó, Mátyás;Brånvall, Birgit;Landin, Mats",1305445,Maten hos våra invandrare,Livsmedelsbutiker;Invandrare;Mat,155.0,165.0,11.0,1989,urn:nbn:se:nordiskamuseet:diva-1644
"Berg, Kerstin G:son",1204002,Mathållningen 1970 : Ett exempel på Nordiska museets aktuella frågelistverksamhet,Nordiska museets frågelistor;Mat,201.0,222.0,22.0,1972,urn:nbn:se:nordiskamuseet:diva-142
"Zachrisson, Sune",1303007,Mats Rehnberg : 1916-1984,Nordiska museets personal;Mats Rehnberg,178.0,180.0,3.0,1984,urn:nbn:se:nordiskamuseet:diva-1557
"Grundström, Åke;Rehnberg, Mats",1288644,"Matsgården i Östbjörka, Rättvik",Byggnader;Dalarna;Byggnadsminnen;Kulturmiljöer,33.0,58.0,26.0,1955,urn:nbn:se:nordiskamuseet:diva-1114
"Hagberg, Louise",1244830,Matsmässa i Gagnef : På spaningsfärd efter en gammal folksed.,Bröllop,9.0,16.0,8.0,1913,urn:nbn:se:nordiskamuseet:diva-712
"Brundin, Elisabeth",1322591,Med crème fraiche i naturen : Samisk matlagning som säljer,Samisk matlagning,177.0,186.0,10.0,2001,urn:nbn:se:nordiskamuseet:diva-1813
"Nilsson, Albert",1235401,Med filmkamera i Solleröns älgmarker,Älgjakt;Etnografisk film,7.0,28.0,22.0,1939,urn:nbn:se:nordiskamuseet:diva-497
"Medelius, Hans",1302181,Med flygande fanor och klingande spel : skolungdomens vapenövningar,Elever;Vapenövningar;Historia;Sverige,125.0,144.0,20.0,1983,urn:nbn:se:nordiskamuseet:diva-1529
"Blomqvist, Annika",1320427,Med kokböckerna genom århundraden,Kokböcker;Matlagning;Historia;Sverige,11.0,18.0,8.0,2001,urn:nbn:se:nordiskamuseet:diva-1782
"Eriksson, Per",1334668,Med nya verktyg i en ny offentlighet,Folkkonst;Sverige,243.0,254.0,12.0,2005,urn:nbn:se:nordiskamuseet:diva-1903
"Knutsson, Johan",1347718,Med plats för två : - om brudstolarnas inbyggda mening,Brudstolar;Bröllop;Sverige,74.0,91.0,18.0,2012,urn:nbn:se:nordiskamuseet:diva-2015
"Persson, Yvonne",1298113,Med ryggarna mot omvärlden : värderingar och rollspel på Öckerö,Öckerö;Könsroller,141.0,150.0,10.0,1977,urn:nbn:se:nordiskamuseet:diva-1461
"Becker, Karin;Klein, Barbro",1324406,Med svenska ögon : - ett mångkulturellt odlingsområde 1990 och 2000,Koloniträdgårdar,151.0,181.0,31.0,2003,urn:nbn:se:nordiskamuseet:diva-1847
"Hansson, Per Albin",1234144,Medborgerlig anda och gärning : Tal på Skansen på Bondens Dag den 28 juli 1935,Politiker;Tal,7.0,14.0,8.0,1936,urn:nbn:se:nordiskamuseet:diva-401
"Branting, Agnes",1238832,Medeltida stola med knypplad ornering,Textilier;Knyppling,231.0,235.0,5.0,1907,urn:nbn:se:nordiskamuseet:diva-563
"Tornehed, Stig",1334245,Medeltiden i sydsvenska bonader,Bonader;Bonadsmåleri;Sverige,135.0,146.0,12.0,2005,urn:nbn:se:nordiskamuseet:diva-1874
"Elgqvist, Erik",1235552,Menträdet,Majstänger,148.0,152.0,5.0,1929,urn:nbn:se:nordiskamuseet:diva-519
"Roland, A",1234304,Mesula-konstruktioner,Husbyggnad,38.0,44.0,7.0,1906,urn:nbn:se:nordiskamuseet:diva-426
"Cronlund, Eskil",1234442,Midsommarfirande vid Österby Bruk,Midsommar,89.0,100.0,12.0,1937,urn:nbn:se:nordiskamuseet:diva-458
"Ambrosiani, Sune",1244896,Midsommarstakar eller majstänger,Majstänger;Midsommar,111.0,113.0,3.0,1913,urn:nbn:se:nordiskamuseet:diva-723
"Klein, Ernst",1243002,Midvinter och tjugondag,Tjugondag Knut;Julseder,44.0,66.0,23.0,1923,urn:nbn:se:nordiskamuseet:diva-697
"NN, nn",1232765,Mig för lof Ålt-Gesäll,Skråväsen,27.0,28.0,2.0,1889,urn:nbn:se:nordiskamuseet:diva-214
"Fürst, Carl Magnus",1242996,Mikroskop av svensk tillverkning,Mikroskop - historia,1.0,28.0,28.0,1923,urn:nbn:se:nordiskamuseet:diva-695
"Kiiski, Alma",1232385,Min första kyrkfärd,Karelen;Finland;Resor,41.0,50.0,10.0,1973,urn:nbn:se:nordiskamuseet:diva-179
"Liedgren, Rut",1295543,Min pappas leksaker,Leksaker;Lekar;Sverige;1800-talet,141.0,152.0,12.0,1967,urn:nbn:se:nordiskamuseet:diva-1359
"Mannerfelt, Måns",1250550,Min ungdoms landsväg : Minnen från Västergötland,Vägar;Minnen,49.0,60.0,12.0,1944,urn:nbn:se:nordiskamuseet:diva-929
"Kirkhorn, Olav",1232446,Minner fra en norsk vestlandsbygd,Arbete;Boende;Norge,107.0,120.0,14.0,1973,urn:nbn:se:nordiskamuseet:diva-185
"Hlödum, Olöf fra",1232434,Mitt barndomshem,Island;Boende;1800-talet,75.0,88.0,14.0,1973,urn:nbn:se:nordiskamuseet:diva-183
"Maxén, Maria",1348050,Mitt hem 1942,Hemmet;Sverige;1942;Samtidsdokumentation,18.0,51.0,34.0,1942,urn:nbn:se:nordiskamuseet:diva-2021
"Rosengren, Annette",1322369,Mjölk och kanelbullar : notiser från de hemlösas sfär,Hemlösa kvinnor;Mat;Måltider,113.0,118.0,6.0,2001,urn:nbn:se:nordiskamuseet:diva-1804
"Palmsköld, Anneli",1344343,Mode och återbruk,Återbruk;Mode;Återanvändning,232.0,251.0,20.0,2010,urn:nbn:se:nordiskamuseet:diva-1936
"Upmark, Märta",1294439,Modejournal en miniature,Modebilder;Museisamlingar;1600-talet,149.0,154.0,6.0,1965,urn:nbn:se:nordiskamuseet:diva-1330
"Wintzell, Inga",1304878,Modelejon och andra herrar,Herrmode;1800-talet;1900-talet,176.0,203.0,28.0,1988,urn:nbn:se:nordiskamuseet:diva-1611
"Eskeröd, Albert",1294635,Modell av ett plogspann från Skåne,Modeller;Lantbruksredskap,185.0,186.0,2.0,1965,urn:nbn:se:nordiskamuseet:diva-1334
"Wallin, Sigurd",1235370,Modellen till Strö herrgårdsbyggnad,Arkitekturmodeller,39.0,68.0,30.0,1938,urn:nbn:se:nordiskamuseet:diva-488
"Åkerlund, Johan",1317765,Modeller som kunskapsförmedlare,Lantbruksmaskiner;Modeller,183.0,192.0,10.0,1997,urn:nbn:se:nordiskamuseet:diva-1749
"Westergren, Christina;Eldvik, Berit",1341408,Modemedvetna museer,Nordiska museet;Museisamlingar;Föremålssamlingar,7.0,15.0,9.0,2010,urn:nbn:se:nordiskamuseet:diva-1922
"Berggren Torell, Viveka",1344266,Moderna barnkläder och moderiktiga barn,Barnkläder;Mode,166.0,193.0,28.0,2010,urn:nbn:se:nordiskamuseet:diva-1933
"Hagerman, Maja",1366195,Moderna tider : Skansen nyss och framöver,Skansen,296.0,315.0,20.0,2016,urn:nbn:se:nordiskamuseet:diva-2137
"Engman, Jonas",1365494,Modernitetens arenor : bilder av första maj på Skansen och Gärdet,Skansen;Första maj,50.0,59.0,10.0,2016,urn:nbn:se:nordiskamuseet:diva-2120
"Leijonhufvud, Sigrid",1233261,Modernt på 1760-talet : Kritiska glimtar ur Carl Gustaf Tessins dagbok.,Mode;1700-talet;Interiörer;Kläder;Sällskapsliv,27.0,42.0,16.0,1931,urn:nbn:se:nordiskamuseet:diva-245
"Roos Björklund, Ingrid",1304882,Modet i dockornas värld,Dockkläder;Mode,204.0,217.0,14.0,1988,urn:nbn:se:nordiskamuseet:diva-1612
"Rundquist, Angela",1304841,Modets makt,Mode;Kläder,13.0,31.0,19.0,1988,urn:nbn:se:nordiskamuseet:diva-1602
"Sjögren, Arthur",1245368,Monogrammisten något om äldre tiders klichétillverkning,Monogram;Klichéer (tryckblock),73.0,104.0,32.0,1914,urn:nbn:se:nordiskamuseet:diva-748
"Rundquist, Angela",1298114,"Montebello, Fritz von Dardels sommarnöje vid Vaxholm",Fritz von Dardel;Sommarnöjen,151.0,172.0,22.0,1977,urn:nbn:se:nordiskamuseet:diva-1462
"Schoug, Fredrik",1320762,Moraliteter och mediala spektakel,idrott;Kommersialism;Etik,312.0,331.0,20.0,2000,urn:nbn:se:nordiskamuseet:diva-1791
"Lithberg, Nils",1246827,Mortlar och pepparkrossare hos svensk allmoge,Husgeråd,1.0,20.0,20.0,1918,urn:nbn:se:nordiskamuseet:diva-810
"Baksi, Nalin",1313313,Mot ett rättvist mångkulturellt samhälle,Mångkulturella samhällen;Sverige,15.0,27.0,13.0,1996,urn:nbn:se:nordiskamuseet:diva-1707
"Stridsberg, Laura",1290205,Museal mellantid : glimtar från tre decennier,Skansen;Nordiska museet,95.0,108.0,14.0,1958,urn:nbn:se:nordiskamuseet:diva-1160
"Rundberg, Wenke",1365115,"Museer, åldrande och minnen",Åldrande,258.0,265.0,8.0,2015,urn:nbn:se:nordiskamuseet:diva-2110
"Wallin, Sigurd",1289449,Museidamm,Museisamlingar;Nordiska museet;Utställningar,7.0,14.0,8.0,1957,urn:nbn:se:nordiskamuseet:diva-1137
"Ed, Björn",1334413,Museirum : - för allt och alla,Museer,58.0,64.0,7.0,2007,urn:nbn:se:nordiskamuseet:diva-1881
"Eskeröd, Albert",1296071,Museum - medium - människa,Museer;Kulturhistoria;Sverige,257.0,280.0,24.0,1967,urn:nbn:se:nordiskamuseet:diva-1370
"Österman, Annika",1302269,Mygghuvan,Skyddskläder;Huvudbonader;Myggor;Norrbotten,221.0,226.0,6.0,1983,urn:nbn:se:nordiskamuseet:diva-1536
"Szabó, Mátyás",1302124,Människans plats i tingsamhället,Materiell kultur,57.0,64.0,8.0,1983,urn:nbn:se:nordiskamuseet:diva-1523
"Wikland, Inga",1287841,"Människor och miljö på ""Herrgårn""",Skansen;Byggnader;Ekshäradsgården;1800-talet,69.0,86.0,18.0,1954,urn:nbn:se:nordiskamuseet:diva-1098
"Germain, Viola",1304875,Märthaskolan,Märthaskolan;Damskrädderi,162.0,175.0,14.0,1988,urn:nbn:se:nordiskamuseet:diva-1610
"Biörnstad, Arne",1288785,Mässing i Loshult,Mässing;Hantverk;Skåne,179.0,194.0,16.0,1955,urn:nbn:se:nordiskamuseet:diva-1123
"Ahlén, Abraham",1233656,Mässingslagare och gördelmakare,Skråväsen;Hantverk,86.0,88.0,3.0,1900,urn:nbn:se:nordiskamuseet:diva-299
"Lagerquist, Marshall",1270419,Mästaren bakom en snickarsignatur,Möbelsnickare;Signaturer,189.0,194.0,6.0,1949,urn:nbn:se:nordiskamuseet:diva-1025
"Hillgren, Bror",1287975,Mästaren till Hammarsvallsmålningarna,Allmogekonst;Hammarsvall;Delsbo,123.0,126.0,4.0,1954,urn:nbn:se:nordiskamuseet:diva-1102
"Granqvist, Carl Jan",1322293,Måltiden - en stund av gemenskap och glädje,Måltider,75.0,80.0,6.0,2001,urn:nbn:se:nordiskamuseet:diva-1798
"Nilsson, Albert",1250572,Mårdstocken och dess gillring,Jaktmetoder,97.0,104.0,8.0,1944,urn:nbn:se:nordiskamuseet:diva-933
"Stavenow-Hidemark, Elisabet",1297460,Möbelförlagor och mönsterböcker från 1840-talet,Möbler;Mönsterböcker,35.0,46.0,12.0,1976,urn:nbn:se:nordiskamuseet:diva-1434
"Schoultz, Gösta, von",1248848,Möbelsnickeriet i Lindome,Möbeltillverkning;Möbelsnickare,81.0,96.0,16.0,1942,urn:nbn:se:nordiskamuseet:diva-894
"Womack, Anna",1348386,Möbler med stil och historia,Gustaviansk stil;Möbler;Georg Haupt;Möbelstilar;Reproduktioner,196.0,223.0,28.0,2013,urn:nbn:se:nordiskamuseet:diva-2030
"Strömberg, Elisabeth",1247687,Möbleringen av Delsbogården,Möbler,155.0,172.0,18.0,1941,urn:nbn:se:nordiskamuseet:diva-875
"Wallin, Sigurd",1233626,Möbleringen av Skogaholms herrgårdshus på Skansen,Interiörer;Inredning;Möbler;Rummet (arkitektur),217.0,238.0,22.0,1932,urn:nbn:se:nordiskamuseet:diva-288
"Ängkvist, Mathilda",1283032,Möblerna på Svindersvik,Möbler;Svindersvik,67.0,86.0,20.0,1951,urn:nbn:se:nordiskamuseet:diva-1052
"Lagercrantz, Bo",1289917,Mörnerska porträttsamlingen på Tyresö,Porträttkonst;Tyresö slott,59.0,71.0,13.0,1958,urn:nbn:se:nordiskamuseet:diva-1158
